"ResponseID","xdemAll","demZIP","BPC1_1NET","BPC1_2NET","BPC1_3NET","BPC1_4NET","BPC1_5NET","BPC1_6NET","BPC1_7NET","BPC1_8NET","BPC1_9NET","BPC1_10NET","BPC1_11NET","BPC1_12NET","BPC1_13NET","BPC1_14NET","BPC1_15NET","BPC2_1NET","BPC2_2NET","BPC2_3NET","BPC2_4NET","BPC2_5NET","BPC2_6NET","BPC2_7NET","BPC2_8NET","BPC2_9NET","BPC2_10NET","BPC2_11NET","BPC2_12NET","BPC2_13NET","BPC2_14NET","BPC3_1","BPC3_2","BPC3_3","BPC3_4","BPC3_5","BPC3_6","BPC3_7","BPC3_8","BPC4","BPC5","BPC6_1","BPC6_2","BPC6_3","BPC7","BPC8_1NET","BPC8_2NET","BPC8_3NET","BPC8_4NET","BPC8_5NET","BPC8_6NET","BPC8_7NET","BPC8_8NET","BPC8_9NET","BPC8_10NET","BPC8_11NET","BPC8_12NET","BPC8_13NET","BPC8_14NET","BPC8_15NET","BPC8_16NET","BPC8_17NET","BPC8_18NET","BPC8_19NET","BPC9_1NET","BPC9_2NET","BPC9_3NET","BPC9_4NET","BPC9_5NET","BPC9_6NET","BPC9_7NET","BPC9_8NET","BPC9_9NET","BPC9_10NET","BPC9_11NET","BPC10_1NET","BPC10_2NET","BPC10_3NET","BPC10_4NET","BPC10_5NET","BPC10_6NET","BPC10_7NET","BPC10_8NET","BPC11_1NET","BPC11_2NET","BPC11_3NET","BPC11_4NET","BPC11_5NET","BPC11_6NET","BPC11_7NET","BPC12","BPC13","BPC14","BPC15_1NET","BPC15_2NET","BPC15_3NET","BPC15_4NET","BPC15_5NET","BPC15_6NET","BPC15_7NET","BPC15_8NET","BPC15_9NET","BPC15_10NET","BPC15_11NET","BPC15_12NET","BPC16","BPC17","BPC18","BPC19","BPC20","BPC21_1","BPC21_2","BPC21_3","BPC21_4","BPC21_5","BPC21_6","BPC21_7","BPC21_8","BPC21_9","BPC22_1","BPC22_2","BPC22_3","BPC23_1","BPC23_2","BPC23_3","BPC23_4","BPC23_5","BPC23_6","BPC23_7","BPC23_8","BPC23_9","BPC23_10","BPC24_1","BPC24_2","BPC24_3","BPC24_4","BPC24_5","BPC24_6","BPC24_7","xdemGender","age","demAgeGeneration","xpid3","xpidGender","xdemIdeo3","xeduc3","xdemInc3","xdemWhite","xdemHispBin","demBlackBin","demRaceOther","xdemReligion","xdemReligOther","xdemEvang","xdemUsr","xdemEmploy","xdemMilHH1","xsubVote22O","xsubVote20O","xsubVote18O","xreg4","xdemPrediction","BPC1_13_TEXT","BPC2_13_TEXT","BPC8_17_TEXT","BPC9_9_TEXT","BPC10_6_TEXT","BPC11_5_TEXT","BPC13_4_TEXT","BPC15_11_TEXT","wts"
"R_41fkQ30HwYIbaVz",1,"11754","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","1","2","2","2","2",1,1,1,1,2,2,2,1,1,1,NA,NA,NA,1,"2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2",3,2,2,"2","2","2","2","1","1","2","2","2","2","2","2",4,1,1,1,1,5,5,4,4,4,4,3,3,3,2,2,4,3,2,3,3,2,2,1,3,2,3,5,3,4,3,3,3,6,2,4,4,2,4,2,3,1,1,NA,NA,NA,4,NA,NA,2,3,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0.7583621348497243
"R_5QXeLXeFqAwgXTD",1,"40701","2","2","1","2","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","2","2",2,3,1,1,3,2,3,2,3,1,NA,NA,NA,5,"1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2",2,2,3,"2","2","2","2","2","2","2","2","2","1","2","2",4,3,2,2,3,2,3,1,2,2,2,3,3,1,2,5,2,3,2,1,3,2,2,2,3,2,3,3,6,5,6,1,4,1,2,1,1,1,2,2,1,1,1,NA,NA,NA,5,NA,1,3,4,2,4,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0.430835254902776
"R_6O8cmjxk4CXNStX",1,"29129","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",1,1,1,1,3,4,3,5,6,2,NA,NA,NA,1,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,3,2,"2","2","2","2","2","1","1","2","2","2","2","2",4,4,4,4,4,4,4,4,2,4,2,2,2,4,5,7,5,3,3,3,3,1,2,2,3,3,3,6,7,2,7,7,3,6,2,1,1,1,2,1,1,2,1,NA,NA,NA,4,NA,NA,1,5,2,4,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1.0941187996246042
"R_54dgaOtfP33ZtHk",1,"30318","2","1","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",1,1,2,1,1,3,3,2,3,NA,2,3,3,2,"2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1",5,NA,3,"2","1","1","2","2","1","2","2","2","2","2","2",3,1,1,1,1,3,2,2,3,2,4,4,4,2,3,1,1,3,3,3,3,2,2,2,3,3,3,3,2,2,2,3,3,5,2,1,1,1,2,2,1,1,NA,NA,1,NA,1,NA,2,1,5,2,1,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0.4382594832598481
"R_3nC5eVSHS5oGPUd",1,"28704","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","2","2","2","2",2,1,1,2,2,4,4,2,2,1,NA,NA,NA,1,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2",4,3,4,"2","1","2","2","2","1","2","2","2","2","2","2",1,1,1,3,2,4,4,2,4,3,3,4,3,4,2,3,3,3,3,3,3,1,3,3,3,3,3,7,1,1,1,5,4,3,2,4,NA,1,2,2,2,2,1,NA,NA,NA,1,NA,1,2,6,1,4,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0.9849302119158749
"R_5O3RbszWrpfZPt7",1,"55444","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2",3,3,2,2,2,3,1,1,3,NA,6,6,6,4,"2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,3,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,7,4,4,7,7,2,7,1,4,4,2,3,3,1,1,NA,NA,1,NA,4,NA,NA,1,6,2,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0.7054181513917321
"R_1CybXgcx0CFy9Li",1,"13021","2","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",5,5,5,5,5,5,5,5,7,NA,6,6,6,5,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,2,"1","1","2","2","2","2","2","2","2","2","2","2",3,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,4,3,3,3,3,2,3,2,3,3,3,7,6,4,5,6,4,7,2,3,3,2,4,NA,1,2,1,NA,NA,NA,4,NA,NA,2,7,2,4,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.47632206256748955
"R_6Fqu4UwskjVjmU1",1,"21222","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2",4,4,2,3,4,2,4,4,3,NA,4,3,3,2,"2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2",3,2,3,"2","2","2","2","1","2","2","2","2","2","2","2",4,3,3,3,3,4,3,3,4,3,4,2,4,3,4,3,4,3,3,2,3,2,3,2,2,2,2,4,5,4,5,5,5,4,2,2,2,2,4,2,1,2,1,NA,NA,NA,4,NA,NA,2,1,2,4,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1.1001022727548768
"R_8HohZFrbgDCTnca",1,"53029","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","1","2","2","2","2","2",5,5,2,2,2,2,3,2,2,2,NA,NA,NA,3,"2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2",5,NA,4,"2","1","2","2","1","2","2","2","2","2","2","2",2,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,3,2,3,3,2,3,2,2,2,3,5,1,3,2,3,2,5,1,4,NA,2,3,2,1,1,1,NA,NA,NA,4,NA,NA,2,6,2,1,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0.6934681864892054
"R_1uQBlMRS3tNFnVW",1,"08401","2","1","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","1","2","2",2,4,4,4,2,2,2,2,1,NA,3,3,3,5,"2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","1","2","1","2","2","2","2","1","2","2","2","1","2","2","2","1","2","2","1","2","2","2",5,NA,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6,5,5,5,5,2,2,2,2,2,2,2,2,2,5,2,2,3,3,3,3,2,1,2,3,3,3,5,5,4,4,4,4,5,1,3,3,2,3,3,1,2,NA,NA,NA,1,2,1,NA,1,7,2,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.8251474170565817
"R_7HoGVyH9uj3CoGw",1,"46227","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",1,1,2,1,1,1,2,1,3,3,NA,NA,NA,2,"2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2",5,NA,2,"2","1","2","2","2","2","2","2","2","2","2","2",4,1,1,1,2,3,4,3,4,3,3,4,4,4,6,4,4,3,3,3,3,1,3,1,3,3,3,6,2,3,4,3,3,7,1,3,3,3,5,3,1,1,NA,NA,1,NA,1,NA,2,1,7,2,4,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1.7499636580238833
"R_6M4ExvAEW103OlS",1,"06790","1","2","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","1","2","2","2","2",1,2,2,1,1,2,4,5,1,3,NA,NA,NA,3,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2",2,2,2,"1","2","2","2","2","2","2","2","2","1","2","2",3,3,4,5,2,1,1,1,3,4,3,1,5,5,1,2,2,3,2,2,3,2,2,2,2,2,3,7,2,5,7,6,7,7,2,3,3,3,6,3,1,2,1,NA,NA,NA,1,NA,1,3,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1.209633885343632
"R_5LUs149aP5j74a2",1,"97702","2","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","2","2",1,1,2,1,2,2,2,1,2,1,NA,NA,NA,2,"1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","1","2","2","1","2","2","2","2","1","1","1","1","1","2","2","2","1","1","2","1","2","2","2",2,2,3,"2","2","2","1","1","1","1","2","1","2","2","2",4,3,2,2,3,1,1,3,1,2,3,1,2,1,2,2,4,2,2,3,3,2,2,2,2,2,2,3,1,1,1,1,2,7,NA,3,3,2,NA,1,1,2,1,NA,NA,NA,5,NA,2,1,3,2,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6497675803243435
"R_53JfJNqJHXOp09r",1,"14213","1","2","2","2","2","2","1","2","2","2","1","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","2",1,1,2,1,1,3,3,1,4,NA,1,1,1,1,"1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","2","2","2",4,2,4,"1","2","1","1","2","1","2","1","2","1","2","2",1,1,1,1,1,1,2,3,1,2,2,2,1,2,3,3,3,3,2,3,3,2,2,2,3,2,1,5,2,2,2,2,3,6,2,3,3,2,4,2,1,2,1,NA,NA,NA,2,1,NA,1,3,2,4,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0.47632206256748955
"R_1kLhAg9pAGQVVFt",1,"23220","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","2",1,2,2,2,2,2,1,1,4,NA,3,3,3,3,"2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","1","2","2","2","2","2",4,2,3,"2","1","1","2","1","2","2","2","2","2","2","2",2,1,2,1,1,2,1,3,3,3,3,3,1,3,2,2,2,2,2,3,3,2,2,2,1,3,3,6,4,3,4,5,6,5,2,3,4,2,4,2,1,1,NA,NA,1,NA,5,NA,1,1,6,2,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0.5225401346240787
"R_6iKKxrZLFzjnLFB",1,"29720","2","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","1","2","2","2","2",2,2,2,2,2,2,2,2,3,3,NA,NA,NA,2,"1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","2","1","1","2","2","2",4,3,3,"1","2","2","2","2","1","2","2","2","2","2","2",3,4,4,4,4,1,1,1,1,1,1,2,1,1,4,4,4,3,2,3,3,3,3,2,3,2,2,4,2,2,4,4,4,7,2,3,4,3,6,2,1,2,1,NA,NA,NA,1,NA,1,3,6,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0.5136881703577759
"R_1bVqwp4BXaL8GsY",1,"83713","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2",5,5,5,5,5,5,5,5,7,6,NA,NA,NA,5,"1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,1,2,"2","2","2","1","2","2","2","2","2","2","2","2",6,5,5,5,5,1,5,5,5,1,5,5,5,1,1,7,1,1,2,1,1,2,1,2,1,1,1,3,6,4,5,4,5,2,2,3,3,2,4,3,1,2,1,NA,NA,NA,2,1,NA,2,2,2,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1.6501038782907593
"R_5DRJMmYSoydm8MU",1,"06877","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",4,4,4,4,4,3,4,4,3,6,NA,NA,NA,4,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,4,"1","2","2","2","2","2","2","2","2","2","2","2",5,2,2,2,2,4,3,3,4,4,3,4,4,4,2,2,4,3,3,3,3,3,3,3,3,3,3,6,2,6,7,6,1,6,1,4,4,3,5,3,3,2,1,NA,NA,NA,1,NA,2,2,3,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.7291317905812926
"R_2lXwcgBVmNfc7Jf",1,"16507","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","2","2","2",1,1,1,1,1,1,1,1,2,3,NA,NA,NA,1,"2","2","1","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","2","1","1","1","1","2","2","2",4,3,3,"1","2","2","2","2","1","2","2","2","2","2","2",3,1,1,1,1,4,4,4,4,4,4,4,4,4,2,2,2,3,1,2,3,2,1,2,3,2,3,2,2,1,2,2,2,2,2,1,2,1,2,2,1,3,1,NA,NA,NA,1,NA,2,2,1,2,1,4,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0.3994959375824247
"R_5yqhAKDJjINjyX8",1,"53104","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",1,1,5,2,5,4,4,5,3,NA,6,6,6,5,"2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3,5,5,5,5,2,3,5,2,2,5,3,2,2,6,6,7,3,2,3,3,2,2,2,2,3,3,4,4,3,7,3,4,7,2,3,4,2,4,2,1,2,1,NA,NA,NA,1,NA,2,3,4,2,4,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0.5734219213661982
"R_5nfh8K6gJB7MDuh",1,"17268","2","2","1","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","1","2","2",1,1,1,1,2,1,3,1,1,1,NA,NA,NA,2,"1","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2",3,2,4,"1","2","2","2","1","1","1","2","2","1","2","2",3,4,4,4,4,1,1,1,1,1,1,1,1,1,5,5,4,2,3,2,3,2,2,2,3,2,3,4,3,3,4,1,1,3,1,1,2,3,5,3,1,2,1,NA,NA,NA,5,NA,1,3,1,2,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1.1622657197603892
"R_5B5JP59nbu0IXem",1,"11710","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",2,1,2,4,2,4,4,4,6,6,NA,NA,NA,2,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,2,"2","1","1","2","2","2","2","2","2","2","2","2",3,1,1,1,1,3,3,4,1,4,4,3,1,1,2,2,2,3,3,3,3,3,3,2,3,3,3,6,3,4,4,4,3,7,1,4,4,2,3,2,1,2,1,NA,NA,NA,1,NA,2,2,6,2,3,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.5760404069075163
"R_3ZWfwhX23xFhrWr",1,"63366","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","1","2","2","2","1","2","1","2","2","2","2","2","2","2",1,1,1,1,3,3,4,1,4,NA,1,3,3,1,"2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","1","2","2","2","2","1","1","2","2","2","2","1","2","2","2","2","2","2","1","1","1","1","2","2","2",4,3,3,"1","1","1","2","1","1","1","2","2","2","2","2",2,1,1,1,1,1,2,4,1,4,4,2,1,1,6,3,3,1,2,3,3,2,2,2,1,2,2,6,2,1,2,3,1,7,1,1,2,1,1,1,1,2,1,NA,NA,NA,3,NA,NA,2,1,2,1,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1.399197506348217
"R_1Vs7ww6ffb2mPuK",1,"32935","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2",2,2,2,2,2,3,2,2,3,3,NA,NA,NA,1,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2",4,3,2,"1","2","2","2","1","2","2","2","2","2","2","2",3,2,2,2,2,5,5,5,5,5,5,5,5,5,2,2,2,3,3,3,3,2,3,2,3,3,3,4,4,4,4,5,4,4,2,3,4,3,6,3,1,1,1,1,NA,NA,5,NA,1,2,3,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2.1923989542730267
"R_71bnsQKczVEkqMm",1,"48603","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",4,4,4,4,3,4,4,4,6,NA,1,3,3,2,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,1,1,1,1,3,3,3,2,3,3,2,2,5,6,5,3,3,3,3,3,3,3,3,3,3,3,6,7,7,7,7,4,7,1,4,4,1,1,2,1,1,1,NA,NA,NA,1,NA,2,2,6,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1.7610828527731404
"R_7mQnk37wBAVcrIm",1,"44124","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","1","2","2","2","2",1,1,1,1,2,3,3,1,4,2,NA,NA,NA,2,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,2,5,"1","1","2","2","2","2","2","2","2","2","2","2",1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,5,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,6,1,4,4,1,1,1,3,2,1,NA,NA,NA,4,NA,NA,2,3,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0.8777677650089128
"R_5j0oLQTT141ty2l",1,"71268","2","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2",5,5,5,5,5,5,1,5,7,NA,6,6,6,2,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6,NA,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,4,7,2,2,2,3,6,NA,1,1,1,NA,NA,NA,1,NA,1,3,7,2,4,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0.4331913895128055
"R_2KjdNgAFThU03mX",1,"80918","2","2","2","2","2","2","2","2","1","2","1","2","1","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2",1,1,2,1,1,2,4,1,5,NA,1,2,2,1,"2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","2","1","2","2","1","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","1","2","2","2",5,NA,2,"2","2","1","2","2","2","2","2","2","1","2","2",3,2,2,2,3,1,2,2,1,2,2,4,3,4,2,2,4,3,2,3,3,2,3,2,3,3,2,5,4,1,1,3,2,7,2,3,3,2,4,1,2,2,1,NA,NA,NA,3,NA,NA,1,7,2,1,4,1,4,3,"reddit",NA,NA,NA,NA,NA,NA,NA,0.9904694313539057
"R_5rrfV2u2FOT4hZb",1,"08816","2","2","2","2","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","2","1","2","2","2","2","2",1,1,1,1,1,1,2,1,2,2,NA,NA,NA,1,"2","2","2","2","2","2","1","2","2","2","2","2","1","1","2","2","2","2","2","2","1","2","2","2","2","1","1","2","2","2","2","1","2","2","1","2","2","2","2","1","2","1","2","2","2",3,3,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3,1,1,1,1,2,3,2,3,3,3,3,3,3,6,6,6,3,1,1,3,2,1,2,3,1,3,5,3,3,4,3,4,3,2,1,2,3,6,2,3,3,1,NA,NA,NA,1,NA,NA,2,1,2,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,0.5056679788544616
"R_71pNPVOUV3CYJIs",1,"78258","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2",2,2,3,2,3,3,3,2,5,NA,6,6,6,2,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,1,1,1,1,3,3,3,3,3,3,3,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,7,5,7,7,5,5,7,2,4,4,3,6,3,3,3,1,NA,NA,NA,1,NA,2,2,6,1,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0.8178534822001342
"R_10cbr1o6wIZZyeJ",1,"18017","1","1","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","2","2","2","2",1,1,2,2,3,3,3,2,6,NA,1,1,1,2,"2","1","2","2","2","2","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","1","2","2","2",5,NA,5,"1","1","1","1","2","1","1","2","2","2","2","2",3,1,2,3,4,2,2,2,2,2,1,4,2,1,1,1,2,2,2,3,3,2,3,2,2,2,2,4,1,3,4,4,2,6,1,4,NA,3,5,3,1,2,1,NA,NA,NA,1,NA,2,2,6,1,2,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0.5760404069075163
"R_6VQuvcJD9jJ81lF",1,"21701","2","2","2","1","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","2","2",1,1,1,1,1,1,1,1,1,2,NA,NA,NA,1,"1","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2","2","1","1","2","1","2","2","2",3,2,3,"2","1","1","2","2","2","2","2","2","2","2","2",4,1,1,1,1,4,2,3,4,4,3,3,1,4,4,4,4,3,2,3,3,2,2,2,1,3,3,4,2,1,1,4,7,7,2,3,3,1,2,1,3,2,1,NA,NA,NA,5,NA,2,2,1,2,1,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0.6502085113510534
